bill_no,line_no,product_code,qty,unit_price,line_type,ts,store_id,business_date
S08/20240102/00018,3,TAX,1,224.07,TAX,02-01-2024 13:50:10,S08,20240102
S08/20240102/00018,4,TENDER,1,1858.74,TENDER,02-01-2024 13:50:10,S08,20240102
S08/20240102/00019,1,P106044,1,36.93,SALE,02-01-2024 14:22:41,S08,20240102
S08/20240102/00019,2,P104123,2,340.95,SALE,02-01-2024 14:22:41,S08,20240102
S08/20240102/00019,3,P108131,5,611.06,SALE,02-01-2024 14:22:41,S08,20240102
S08/20240102/00019,4,TAX,1,241.24,TAX,02-01-2024 14:22:41,S08,20240102
S08/20240102/00019,5,TENDER,1,4015.37,TENDER,02-01-2024 14:22:41,S08,20240102
S08/20240102/00020,1,P101933,2,1168.09,SALE,02-01-2024 21:17:17,S08,20240102
S08/20240102/00020,2,P100057,2,215.95,SALE,02-01-2024 21:17:17,S08,20240102
S08/20240102/00020,3,P103197,3,292.95,SALE,02-01-2024 21:17:17,S08,20240102
S08/20240102/00020,4,P103234,3,121.56,SALE,02-01-2024 21:17:17,S08,20240102
S08/20240102/00020,5,P105021,4,1099.18,SALE,02-01-2024 21:17:17,S08,20240102
S08/20240102/00020,6,TAX,1,1030.88,TAX,02-01-2024 21:17:17,S08,20240102
S08/20240102/00020,7,TENDER,1,9439.21,TENDER,02-01-2024 21:17:17,S08,20240102
S08/20240102/00021,1,P106830,2,103.94,SALE,02-01-2024 17:33:59,S08,20240102
S08/20240102/00021,2,P105720,3,67.32,SALE,02-01-2024 17:33:59,S08,20240102
S08/20240102/00021,3,P101419,2,179.95,SALE,02-01-2024 17:33:59,S08,20240102
S08/20240102/00021,4,TAX,1,80.61,TAX,02-01-2024 17:33:59,S08,20240102
S08/20240102/00021,5,TENDER,1,850.35,TENDER,02-01-2024 17:33:59,S08,20240102
S08/20240103/00001,1,P100899,1,129.12,SALE,03-01-2024 13:38:04,S08,20240103
S08/20240103/00001,2,P104800,4,599.10,SALE,03-01-2024 13:38:04,S08,20240103
S08/20240103/00001,3,P104891,1,692.94,SALE,03-01-2024 13:38:04,S08,20240103
S08/20240103/00001,4,P107432,1,46.16,SALE,03-01-2024 13:38:04,S08,20240103
S08/20240103/00001,5,P105400,1,48.10,SALE,03-01-2024 13:38:04,S08,20240103
S08/20240103/00001,6,P101825,2,168.15,SALE,03-01-2024 13:38:04,S08,20240103
S08/20240103/00001,7,TAX,1,398.50,TAX,03-01-2024 13:38:04,S08,20240103
S08/20240103/00001,8,TENDER,1,4047.52,TENDER,03-01-2024 13:38:04,S08,20240103
S08/20240103/00002,1,P103129,1,79.05,SALE,03-01-2024 12:37:03,S08,20240103
S08/20240103/00002,2,P102598,5,132.95,SALE,03-01-2024 12:37:03,S08,20240103
S08/20240103/00002,3,P106553,1,125.08,SALE,03-01-2024 12:37:03,S08,20240103
S08/20240103/00002,4,P106181,2,885.95,SALE,03-01-2024 12:37:03,S08,20240103
S08/20240103/00002,5,TAX,1,36.74,TAX,03-01-2024 12:37:03,S08,20240103
S08/20240103/00002,6,TENDER,1,2677.52,TENDER,03-01-2024 12:37:03,S08,20240103
S08/20240103/00003,1,P101859,2,71.45,SALE,03-01-2024 15:32:41,S08,20240103
S08/20240103/00003,2,P101874,4,19.95,SALE,03-01-2024 15:32:41,S08,20240103
S08/20240103/00003,3,P100555,2,435.03,SALE,03-01-2024 15:32:41,S08,20240103
S08/20240103/00003,4,P102566,2,415.94,SALE,03-01-2024 15:32:41,S08,20240103
S08/20240103/00003,5,P103068,1,137.26,SALE,03-01-2024 15:32:41,S08,20240103
S08/20240103/00003,6,P102933,7,614.03,SALE,03-01-2024 15:32:41,S08,20240103
S08/20240103/00003,7,P101428,4,394.08,SALE,03-01-2024 15:32:41,S08,20240103
S08/20240103/00003,8,P100921,4,435.95,SALE,03-01-2024 15:32:41,S08,20240103
S08/20240103/00003,9,TAX,1,1335.62,TAX,03-01-2024 15:32:41,S08,20240103
S08/20240103/00003,10,TENDER,1,11015.85,TENDER,03-01-2024 15:32:41,S08,20240103
S08/20240103/00004,1,P104187,2,86.95,SALE,03-01-2024 09:19:56,S08,20240103
S08/20240103/00004,2,P101697,3,85.25,SALE,03-01-2024 09:19:56,S08,20240103
S08/20240103/00004,3,P104251,1,79.68,SALE,03-01-2024 09:19:56,S08,20240103
S08/20240103/00004,4,P107705,1,706.38,SALE,03-01-2024 09:19:56,S08,20240103
S08/20240103/00004,5,P104517,2,1474.90,SALE,03-01-2024 09:19:56,S08,20240103
S08/20240103/00004,6,P100005,3,103.45,SALE,03-01-2024 09:19:56,S08,20240103
S08/20240103/00004,7,TAX,1,163.67,TAX,03-01-2024 09:19:56,S08,20240103
S08/20240103/00004,8,TENDER,1,4639.53,TENDER,03-01-2024 09:19:56,S08,20240103
S08/20240103/00005,1,P106035,4,89.95,SALE,03-01-2024 13:35:39,S08,20240103
S08/20240103/00005,2,P106405,2,39.95,SALE,03-01-2024 13:35:39,S08,20240103
S08/20240103/00005,3,P103309,4,59.57,SALE,03-01-2024 13:35:39,S08,20240103
S08/20240103/00005,4,TAX,1,91.06,TAX,03-01-2024 13:35:39,S08,20240103
S08/20240103/00005,5,TENDER,1,769.04,TENDER,03-01-2024 13:35:39,S08,20240103
S08/20240103/00006,1,P103833,4,1136.81,SALE,03-01-2024 16:03:47,S08,20240103
S08/20240103/00006,2,P107094,2,87.94,SALE,03-01-2024 16:03:47,S08,20240103
S08/20240103/00006,3,P105307,2,863.64,SALE,03-01-2024 16:03:47,S08,20240103
S08/20240103/00006,4,P102415,2,1074.95,SALE,03-01-2024 16:03:47,S08,20240103
S08/20240103/00006,5,P107843,1,440.95,SALE,03-01-2024 16:03:47,S08,20240103
S08/20240103/00006,6,P108282,2,343.95,SALE,03-01-2024 16:03:47,S08,20240103
S08/20240103/00006,7,TAX,1,566.65,TAX,03-01-2024 16:03:47,S08,20240103
S08/20240103/00006,8,TENDER,1,10295.80,TENDER,03-01-2024 16:03:47,S08,20240103
S08/20240103/00007,1,P107880,1,307.95,SALE,03-01-2024 18:27:54,S08,20240103
S08/20240103/00007,2,P106098,1,362.95,SALE,03-01-2024 18:27:54,S08,20240103
S08/20240103/00007,3,P103946,3,339.95,SALE,03-01-2024 18:27:54,S08,20240103
S08/20240103/00007,4,P107446,1,561.07,SALE,03-01-2024 18:27:54,S08,20240103
S08/20240103/00007,5,DISC,1,-120.56,DISCOUNT,03-01-2024 18:27:54,S08,20240103
S08/20240103/00007,6,TAX,1,151.38,TAX,03-01-2024 18:27:54,S08,20240103
S08/20240103/00007,7,TENDER,1,2282.64,TENDER,03-01-2024 18:27:54,S08,20240103
S08/20240103/00008,1,P103680,3,206.25,SALE,03-01-2024 17:51:34,S08,20240103
S08/20240103/00008,2,P108389,3,793.52,SALE,03-01-2024 17:51:34,S08,20240103
S08/20240103/00008,3,P107946,2,303.95,SALE,03-01-2024 17:51:34,S08,20240103
S08/20240103/00008,4,P106522,3,208.95,SALE,03-01-2024 17:51:34,S08,20240103
S08/20240103/00008,5,P108060,2,217.09,SALE,03-01-2024 17:51:34,S08,20240103
S08/20240103/00008,6,TAX,1,228.52,TAX,03-01-2024 17:51:34,S08,20240103
S08/20240103/00008,7,TENDER,1,4896.76,TENDER,03-01-2024 17:51:34,S08,20240103
S08/20240103/00009,1,P102166,2,45.95,SALE,03-01-2024 17:09:55,S08,20240103
S08/20240103/00009,2,P104739,3,172.21,SALE,03-01-2024 17:09:55,S08,20240103
S08/20240103/00009,3,P100194,2,42.41,SALE,03-01-2024 17:09:55,S08,20240103
S08/20240103/00009,4,P103517,1,165.73,SALE,03-01-2024 17:09:55,S08,20240103
S08/20240103/00009,5,TAX,1,124.80,TAX,03-01-2024 17:09:55,S08,20240103
S08/20240103/00009,6,TENDER,1,983.88,TENDER,03-01-2024 17:09:55,S08,20240103
S08/20240103/00010,1,P106965,3,78.22,SALE,03-01-2024 14:22:17,S08,20240103
S08/20240103/00010,2,P103757,2,143.95,SALE,03-01-2024 14:22:17,S08,20240103
S08/20240103/00010,3,P102947,1,59.21,SALE,03-01-2024 14:22:17,S08,20240103
S08/20240103/00010,4,P100140,1,57.95,SALE,03-01-2024 14:22:17,S08,20240103
S08/20240103/00010,5,TAX,1,36.56,TAX,03-01-2024 14:22:17,S08,20240103
S08/20240103/00010,6,TENDER,1,676.28,TENDER,03-01-2024 14:22:17,S08,20240103
S08/20240103/00011,1,P102424,1,333.88,SALE,03-01-2024 11:51:22,S08,20240103
S08/20240103/00011,2,P106426,2,149.87,SALE,03-01-2024 11:51:22,S08,20240103
S08/20240103/00011,3,P100268,3,184.95,SALE,03-01-2024 11:51:22,S08,20240103
S08/20240103/00011,4,P102432,2,819.74,SALE,03-01-2024 11:51:22,S08,20240103
S08/20240103/00011,5,P106651,4,855.95,SALE,03-01-2024 11:51:22,S08,20240103
S08/20240103/00011,6,P104872,2,132.95,SALE,03-01-2024 11:51:22,S08,20240103
S08/20240103/00011,7,DISC,1,-375.06,DISCOUNT,03-01-2024 11:51:22,S08,20240103
S08/20240103/00011,8,TAX,1,308.22,TAX,03-01-2024 11:51:22,S08,20240103
S08/20240103/00011,9,TENDER,1,6450.81,TENDER,03-01-2024 11:51:22,S08,20240103
S08/20240103/00012,1,P104160,4,243.35,SALE,03-01-2024 20:40:20,S08,20240103
S08/20240103/00012,2,P104023,2,553.55,SALE,03-01-2024 20:40:20,S08,20240103
S08/20240103/00012,3,P101345,1,69.59,SALE,03-01-2024 20:40:20,S08,20240103
S08/20240103/00012,4,P104417,4,322.95,SALE,03-01-2024 20:40:20,S08,20240103
S08/20240103/00012,5,P103129,3,79.05,SALE,03-01-2024 20:40:20,S08,20240103
S08/20240103/00012,6,P105651,2,110.95,SALE,03-01-2024 20:40:20,S08,20240103
S08/20240103/00012,7,TAX,1,296.48,TAX,03-01-2024 20:40:20,S08,20240103
S08/20240103/00012,8,TENDER,1,4197.42,TENDER,03-01-2024 20:40:20,S08,20240103
S08/20240103/00013,1,P106542,1,107.95,SALE,03-01-2024 13:25:02,S08,20240103
S08/20240103/00013,2,P103701,2,1171.33,SALE,03-01-2024 13:25:02,S08,20240103
S08/20240103/00013,3,P103637,2,338.13,SALE,03-01-2024 13:25:02,S08,20240103
S08/20240103/00013,4,P105614,3,652.27,SALE,03-01-2024 13:25:02,S08,20240103
S08/20240103/00013,5,DISC,1,-144.11,DISCOUNT,03-01-2024 13:25:02,S08,20240103
S08/20240103/00013,6,P106542,-1,107.95,VOID,03-01-2024 13:25:02,S08,20240103
S08/20240103/00013,7,P103701,-2,1171.33,VOID,03-01-2024 13:25:02,S08,20240103
S08/20240103/00013,8,P103637,-2,338.13,VOID,03-01-2024 13:25:02,S08,20240103
S08/20240103/00013,9,P105614,-3,652.27,VOID,03-01-2024 13:25:02,S08,20240103
S08/20240103/00013,10,DISC,1,144.11,VOID,03-01-2024 13:25:02,S08,20240103
S08/20240103/00013,11,TAX,1,0.00,TAX,03-01-2024 13:25:02,S08,20240103
S08/20240103/00013,12,TENDER,1,0.00,TENDER,03-01-2024 13:25:02,S08,20240103
S08/20240103/00014,1,P102814,2,524.95,SALE,03-01-2024 18:39:29,S08,20240103
S08/20240103/00014,2,P107715,1,241.95,SALE,03-01-2024 18:39:29,S08,20240103
S08/20240103/00014,3,P104628,2,196.55,SALE,03-01-2024 18:39:29,S08,20240103
S08/20240103/00014,4,P107952,3,1852.40,SALE,03-01-2024 18:39:29,S08,20240103
S08/20240103/00014,5,TAX,1,166.80,TAX,03-01-2024 18:39:29,S08,20240103
S08/20240103/00014,6,TENDER,1,7408.95,TENDER,03-01-2024 18:39:29,S08,20240103
S08/20240103/00015,1,P102103,4,345.70,SALE,03-01-2024 18:44:42,S08,20240103
S08/20240103/00015,2,P101933,2,1168.09,SALE,03-01-2024 18:44:42,S08,20240103
S08/20240103/00015,3,P100268,1,184.95,SALE,03-01-2024 18:44:42,S08,20240103
S08/20240103/00015,4,P105433,4,126.03,SALE,03-01-2024 18:44:42,S08,20240103
S08/20240103/00015,5,TAX,1,629.23,TAX,03-01-2024 18:44:42,S08,20240103
S08/20240103/00015,6,TENDER,1,5037.28,TENDER,03-01-2024 18:44:42,S08,20240103
S08/20240103/00016,1,P106158,2,546.15,SALE,03-01-2024 10:00:55,S08,20240103
S08/20240103/00016,2,P105923,1,242.95,SALE,03-01-2024 10:00:55,S08,20240103
S08/20240103/00016,3,TAX,1,66.76,TAX,03-01-2024 10:00:55,S08,20240103
S08/20240103/00016,4,TENDER,1,1402.01,TENDER,03-01-2024 10:00:55,S08,20240103
S08/20240104/00001,1,P105272,1,340.95,SALE,04-01-2024 15:39:52,S08,20240104
S08/20240104/00001,2,P103822,1,504.91,SALE,04-01-2024 15:39:52,S08,20240104
S08/20240104/00001,3,P106528,2,832.82,SALE,04-01-2024 15:39:52,S08,20240104
S08/20240104/00001,4,TAX,1,331.67,TAX,04-01-2024 15:39:52,S08,20240104
S08/20240104/00001,5,TENDER,1,2843.17,TENDER,04-01-2024 15:39:52,S08,20240104
S08/20240104/00002,1,P106059,3,271.95,SALE,04-01-2024 07:52:09,S08,20240104
S08/20240104/00002,2,P105246,1,827.34,SALE,04-01-2024 07:52:09,S08,20240104
S08/20240104/00002,3,P101152,1,478.44,SALE,04-01-2024 07:52:09,S08,20240104
S08/20240104/00002,4,TAX,1,274.34,TAX,04-01-2024 07:52:09,S08,20240104
S08/20240104/00002,5,TENDER,1,2395.97,TENDER,04-01-2024 07:52:09,S08,20240104
S08/20240104/00003,1,P103986,1,434.95,SALE,04-01-2024 14:52:13,S08,20240104
S08/20240104/00003,2,P102735,2,535.82,SALE,04-01-2024 14:52:13,S08,20240104
S08/20240104/00003,3,TAX,1,271.19,TAX,04-01-2024 14:52:13,S08,20240104
S08/20240104/00003,4,TENDER,1,1777.78,TENDER,04-01-2024 14:52:13,S08,20240104
S08/20240104/00004,1,P107495,2,368.95,SALE,04-01-2024 14:59:01,S08,20240104
S08/20240104/00004,2,P105651,2,110.95,SALE,04-01-2024 14:59:01,S08,20240104
S08/20240104/00004,3,P101481,2,42.95,SALE,04-01-2024 14:59:01,S08,20240104
S08/20240104/00004,4,P102311,2,284.95,SALE,04-01-2024 14:59:01,S08,20240104
S08/20240104/00004,5,P105860,1,141.88,SALE,04-01-2024 14:59:01,S08,20240104
S08/20240104/00004,6,TAX,1,161.28,TAX,04-01-2024 14:59:01,S08,20240104
S08/20240104/00004,7,TENDER,1,1918.76,TENDER,04-01-2024 14:59:01,S08,20240104
S08/20240104/00005,1,P106035,3,89.95,SALE,04-01-2024 14:58:36,S08,20240104
S08/20240104/00005,2,P107973,4,259.69,SALE,04-01-2024 14:58:36,S08,20240104
S08/20240104/00005,3,TAX,1,100.51,TAX,04-01-2024 14:58:36,S08,20240104
S08/20240104/00005,4,TENDER,1,1409.12,TENDER,04-01-2024 14:58:36,S08,20240104
S08/20240104/00006,1,P108149,2,985.90,SALE,04-01-2024 14:37:54,S08,20240104
S08/20240104/00006,2,P102549,1,114.02,SALE,04-01-2024 14:37:54,S08,20240104
S08/20240104/00006,3,P108191,2,301.95,SALE,04-01-2024 14:37:54,S08,20240104
S08/20240104/00006,4,P107667,2,338.95,SALE,04-01-2024 14:37:54,S08,20240104
S08/20240104/00006,5,P100883,2,715.55,SALE,04-01-2024 14:37:54,S08,20240104
S08/20240104/00006,6,P105845,1,96.95,SALE,04-01-2024 14:37:54,S08,20240104
S08/20240104/00006,7,TAX,1,206.25,TAX,04-01-2024 14:37:54,S08,20240104
S08/20240104/00006,8,TENDER,1,5101.92,TENDER,04-01-2024 14:37:54,S08,20240104
S08/20240104/00007,1,P103777,2,44.82,SALE,04-01-2024 13:58:07,S08,20240104
S08/20240104/00007,2,P105553,1,739.86,SALE,04-01-2024 13:58:07,S08,20240104
S08/20240104/00007,3,P106984,2,26.90,SALE,04-01-2024 13:58:07,S08,20240104
S08/20240104/00007,4,P104334,1,258.22,SALE,04-01-2024 13:58:07,S08,20240104
S08/20240104/00007,5,P106473,4,296.95,SALE,04-01-2024 13:58:07,S08,20240104
S08/20240104/00007,6,TAX,1,322.67,TAX,04-01-2024 13:58:07,S08,20240104
S08/20240104/00007,7,TENDER,1,2651.99,TENDER,04-01-2024 13:58:07,S08,20240104
S08/20240104/00008,1,P107662,2,264.95,SALE,04-01-2024 19:52:47,S08,20240104
S08/20240104/00008,2,P102801,1,99.95,SALE,04-01-2024 19:52:47,S08,20240104
S08/20240104/00008,3,P107996,1,199.35,SALE,04-01-2024 19:52:47,S08,20240104
S08/20240104/00008,4,P101393,2,32.95,SALE,04-01-2024 19:52:47,S08,20240104
S08/20240104/00008,5,DISC,1,-58.95,DISCOUNT,04-01-2024 19:52:47,S08,20240104
S08/20240104/00008,6,TAX,1,118.30,TAX,04-01-2024 19:52:47,S08,20240104
S08/20240104/00008,7,TENDER,1,954.45,TENDER,04-01-2024 19:52:47,S08,20240104
S08/20240104/00009,1,P101911,2,1431.80,SALE,04-01-2024 14:23:12,S08,20240104
S08/20240104/00009,2,P102691,3,210.63,SALE,04-01-2024 14:23:12,S08,20240104
S08/20240104/00009,3,P104842,2,357.87,SALE,04-01-2024 14:23:12,S08,20240104
S08/20240104/00009,4,P100106,1,287.42,SALE,04-01-2024 14:23:12,S08,20240104
S08/20240104/00009,5,P104112,1,425.51,SALE,04-01-2024 14:23:12,S08,20240104
S08/20240104/00009,6,TAX,1,220.28,TAX,04-01-2024 14:23:12,S08,20240104
S08/20240104/00009,7,TENDER,1,5144.44,TENDER,04-01-2024 14:23:12,S08,20240104
S08/20240104/00010,1,P107409,2,419.09,SALE,04-01-2024 16:48:26,S08,20240104
S08/20240104/00010,2,P100889,2,976.95,SALE,04-01-2024 16:48:26,S08,20240104
S08/20240104/00010,3,P104587,2,252.25,SALE,04-01-2024 16:48:26,S08,20240104
S08/20240104/00010,4,P100555,1,435.03,SALE,04-01-2024 16:48:26,S08,20240104
S08/20240104/00010,5,P106757,4,398.95,SALE,04-01-2024 16:48:26,S08,20240104
S08/20240104/00010,6,P108239,2,238.81,SALE,04-01-2024 16:48:26,S08,20240104
S08/20240104/00010,7,P107920,1,100.63,SALE,04-01-2024 16:48:26,S08,20240104
S08/20240104/00010,8,P107872,1,554.95,SALE,04-01-2024 16:48:26,S08,20240104
S08/20240104/00010,9,DISC,1,-705.11,DISCOUNT,04-01-2024 16:48:26,S08,20240104
S08/20240104/00010,10,TAX,1,405.12,TAX,04-01-2024 16:48:26,S08,20240104
S08/20240104/00010,11,TENDER,1,6160.62,TENDER,04-01-2024 16:48:26,S08,20240104
S08/20240104/00011,1,P101190,4,84.60,SALE,04-01-2024 11:39:37,S08,20240104
S08/20240104/00011,2,P100406,4,342.13,SALE,04-01-2024 11:39:37,S08,20240104
S08/20240104/00011,3,P101933,3,1168.09,SALE,04-01-2024 11:39:37,S08,20240104
S08/20240104/00011,4,P101656,2,262.95,SALE,04-01-2024 11:39:37,S08,20240104
S08/20240104/00011,5,P104593,3,812.91,SALE,04-01-2024 11:39:37,S08,20240104
S08/20240104/00011,6,TAX,1,905.61,TAX,04-01-2024 11:39:37,S08,20240104
S08/20240104/00011,7,TENDER,1,9081.43,TENDER,04-01-2024 11:39:37,S08,20240104
S08/20240104/00012,1,P103484,1,109.59,SALE,04-01-2024 20:14:40,S08,20240104
S08/20240104/00012,2,P106865,5,299.72,SALE,04-01-2024 20:14:40,S08,20240104
S08/20240104/00012,3,P105230,1,107.98,SALE,04-01-2024 20:14:40,S08,20240104
S08/20240104/00012,4,P103620,1,468.18,SALE,04-01-2024 20:14:40,S08,20240104
S08/20240104/00012,5,TAX,1,302.43,TAX,04-01-2024 20:14:40,S08,20240104
S08/20240104/00012,6,TENDER,1,2486.78,TENDER,04-01-2024 20:14:40,S08,20240104
S08/20240104/00013,1,P104986,2,215.50,SALE,04-01-2024 08:35:25,S08,20240104
S08/20240104/00013,2,P102691,2,210.63,SALE,04-01-2024 08:35:25,S08,20240104
S08/20240104/00013,3,P100911,2,70.70,SALE,04-01-2024 08:35:25,S08,20240104
S08/20240104/00013,4,TAX,1,105.71,TAX,04-01-2024 08:35:25,S08,20240104
S08/20240104/00013,5,TENDER,1,1099.37,TENDER,04-01-2024 08:35:25,S08,20240104
S08/20240104/00014,1,P107933,4,1175.95,SALE,04-01-2024 18:24:33,S08,20240104
S08/20240104/00014,2,P102502,1,366.79,SALE,04-01-2024 18:24:33,S08,20240104
S08/20240104/00014,3,P105252,1,10.95,SALE,04-01-2024 18:24:33,S08,20240104
S08/20240104/00014,4,TAX,1,632.45,TAX,04-01-2024 18:24:33,S08,20240104
S08/20240104/00014,5,TENDER,1,5713.99,TENDER,04-01-2024 18:24:33,S08,20240104
S08/20240104/00015,1,P108067,6,621.95,SALE,04-01-2024 14:23:42,S08,20240104
S08/20240104/00015,2,P104439,2,109.14,SALE,04-01-2024 14:23:42,S08,20240104
S08/20240104/00015,3,P101732,1,1250.95,SALE,04-01-2024 14:23:42,S08,20240104
S08/20240104/00015,4,P105345,1,295.95,SALE,04-01-2024 14:23:42,S08,20240104
S08/20240104/00015,5,P105775,1,104.41,SALE,04-01-2024 14:23:42,S08,20240104
S08/20240104/00015,6,TAX,1,204.20,TAX,04-01-2024 14:23:42,S08,20240104
S08/20240104/00015,7,TENDER,1,5805.49,TENDER,04-01-2024 14:23:42,S08,20240104
S08/20240104/00016,1,P100921,2,435.95,SALE,04-01-2024 16:09:17,S08,20240104
S08/20240104/00016,2,P104772,2,277.95,SALE,04-01-2024 16:09:17,S08,20240104
S08/20240104/00016,3,P106989,2,24.76,SALE,04-01-2024 16:09:17,S08,20240104
S08/20240104/00016,4,P103749,2,13.83,SALE,04-01-2024 16:09:17,S08,20240104
S08/20240104/00016,5,P104688,2,178.09,SALE,04-01-2024 16:09:17,S08,20240104
S08/20240104/00016,6,P106399,3,1107.95,SALE,04-01-2024 16:09:17,S08,20240104
S08/20240104/00016,7,P107848,2,267.41,SALE,04-01-2024 16:09:17,S08,20240104
S08/20240104/00016,8,TAX,1,714.31,TAX,04-01-2024 16:09:17,S08,20240104
S08/20240104/00016,9,TENDER,1,6434.14,TENDER,04-01-2024 16:09:17,S08,20240104
S08/20240104/00017,1,P103777,1,44.82,SALE,04-01-2024 16:25:27,S08,20240104
S08/20240104/00017,2,P101454,4,130.95,SALE,04-01-2024 16:25:27,S08,20240104
S08/20240104/00017,3,P100268,1,184.95,SALE,04-01-2024 16:25:27,S08,20240104
S08/20240104/00017,4,TAX,1,74.34,TAX,04-01-2024 16:25:27,S08,20240104
S08/20240104/00017,5,TENDER,1,827.91,TENDER,04-01-2024 16:25:27,S08,20240104
S08/20240104/00018,1,P107056,3,341.76,SALE,04-01-2024 22:45:20,S08,20240104
S08/20240104/00018,2,P100632,2,331.55,SALE,04-01-2024 22:45:20,S08,20240104
S08/20240104/00018,3,P107872,3,554.95,SALE,04-01-2024 22:45:20,S08,20240104
S08/20240104/00018,4,P105656,2,438.95,SALE,04-01-2024 22:45:20,S08,20240104
S08/20240104/00018,5,P103259,1,285.79,SALE,04-01-2024 22:45:20,S08,20240104
S08/20240104/00018,6,TAX,1,387.15,TAX,04-01-2024 22:45:20,S08,20240104
S08/20240104/00018,7,TENDER,1,4904.07,TENDER,04-01-2024 22:45:20,S08,20240104
S08/20240104/00019,1,P108374,1,1247.39,SALE,04-01-2024 20:19:27,S08,20240104
S08/20240104/00019,2,P104079,2,72.20,SALE,04-01-2024 20:19:27,S08,20240104
S08/20240104/00019,3,P104708,3,22.95,SALE,04-01-2024 20:19:27,S08,20240104
S08/20240104/00019,4,P107094,4,87.94,SALE,04-01-2024 20:19:27,S08,20240104
S08/20240104/00019,5,P107799,2,738.35,SALE,04-01-2024 20:19:27,S08,20240104
S08/20240104/00019,6,P103743,2,1117.90,SALE,04-01-2024 20:19:27,S08,20240104
S08/20240104/00019,7,P107623,3,414.95,SALE,04-01-2024 20:19:27,S08,20240104
S08/20240104/00019,8,TAX,1,373.62,TAX,04-01-2024 20:19:27,S08,20240104
S08/20240104/00019,9,TENDER,1,7143.37,TENDER,04-01-2024 20:19:27,S08,20240104
S08/20240104/00020,1,P101225,2,452.38,SALE,04-01-2024 16:12:13,S08,20240104
S08/20240104/00020,2,P107695,3,282.58,SALE,04-01-2024 16:12:13,S08,20240104
S08/20240104/00020,3,TAX,1,261.16,TAX,04-01-2024 16:12:13,S08,20240104
S08/20240104/00020,4,TENDER,1,2013.66,TENDER,04-01-2024 16:12:13,S08,20240104
S08/20240104/00021,1,P101747,3,245.75,SALE,04-01-2024 18:26:47,S08,20240104
S08/20240104/00021,2,P107872,2,554.95,SALE,04-01-2024 18:26:47,S08,20240104
S08/20240104/00021,3,P103816,3,195.00,SALE,04-01-2024 18:26:47,S08,20240104
S08/20240104/00021,4,TAX,1,197.66,TAX,04-01-2024 18:26:47,S08,20240104
S08/20240104/00021,5,TENDER,1,2629.81,TENDER,04-01-2024 18:26:47,S08,20240104
S08/20240104/00022,1,P102640,2,241.34,SALE,04-01-2024 09:39:32,S08,20240104
S08/20240104/00022,2,P103035,3,1076.61,SALE,04-01-2024 09:39:32,S08,20240104
S08/20240104/00022,3,P103435,1,421.33,SALE,04-01-2024 09:39:32,S08,20240104
S08/20240104/00022,4,P100864,2,193.24,SALE,04-01-2024 09:39:32,S08,20240104
S08/20240104/00022,5,P103105,3,29.46,SALE,04-01-2024 09:39:32,S08,20240104
S08/20240104/00022,6,TAX,1,409.69,TAX,04-01-2024 09:39:32,S08,20240104
S08/20240104/00022,7,TENDER,1,5018.39,TENDER,04-01-2024 09:39:32,S08,20240104
S08/20240105/00001,1,P103354,1,782.27,SALE,05-01-2024 19:53:29,S08,20240105
S08/20240105/00001,2,P102581,2,191.05,SALE,05-01-2024 19:53:29,S08,20240105
S08/20240105/00001,3,P106757,2,398.95,SALE,05-01-2024 19:53:29,S08,20240105
S08/20240105/00001,4,TAX,1,59.00,TAX,05-01-2024 19:53:29,S08,20240105
S08/20240105/00001,5,TENDER,1,2021.27,TENDER,05-01-2024 19:53:29,S08,20240105
S08/20240105/00002,1,P100761,2,51.86,SALE,05-01-2024 20:36:02,S08,20240105
S08/20240105/00002,2,P107178,2,294.44,SALE,05-01-2024 20:36:02,S08,20240105
S08/20240105/00002,3,TAX,1,75.85,TAX,05-01-2024 20:36:02,S08,20240105
S08/20240105/00002,4,TENDER,1,768.45,TENDER,05-01-2024 20:36:02,S08,20240105
S08/20240105/00003,1,P101530,3,562.39,SALE,05-01-2024 21:15:59,S08,20240105
S08/20240105/00003,2,P105294,3,129.95,SALE,05-01-2024 21:15:59,S08,20240105
S08/20240105/00003,3,TAX,1,373.86,TAX,05-01-2024 21:15:59,S08,20240105
S08/20240105/00003,4,TENDER,1,2450.88,TENDER,05-01-2024 21:15:59,S08,20240105
S08/20240105/00004,1,P104351,3,1040.24,SALE,05-01-2024 15:23:36,S08,20240105
S08/20240105/00004,2,P104600,1,48.49,SALE,05-01-2024 15:23:36,S08,20240105
S08/20240105/00004,3,P102998,1,137.95,SALE,05-01-2024 15:23:36,S08,20240105
S08/20240105/00004,4,P100899,3,129.12,SALE,05-01-2024 15:23:36,S08,20240105
S08/20240105/00004,5,P100703,2,164.26,SALE,05-01-2024 15:23:36,S08,20240105
S08/20240105/00004,6,P101164,2,305.19,SALE,05-01-2024 15:23:36,S08,20240105
S08/20240105/00004,7,P108262,1,588.95,SALE,05-01-2024 15:23:36,S08,20240105
S08/20240105/00004,8,TAX,1,438.59,TAX,05-01-2024 15:23:36,S08,20240105
